ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-61212N|refseq:NP_113917|uniprotkb:P53042	DIP-61213N|refseq:NP_942045|uniprotkb:Q32Q86	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16790549|pubmed:DIP-17188S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-198195E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61212N|refseq:NP_113917|uniprotkb:P53042	DIP-61214N|refseq:NP_596896|uniprotkb:Q923I8	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16790549|pubmed:DIP-17188S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-198196E	dip-quality-status:core	dip:0004(small scale)		-
DIP-2262N|refseq:NP_015084|uniprotkb:P02829	DIP-38940N|uniprotkb:P06536	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17130446|pubmed:DIP-17345S	taxid:4932(Saccharomyces cerevisiae)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-198307E	dip-quality-status:core	dip:0004(small scale)		-
DIP-38940N|uniprotkb:P06536	DIP-5979N|refseq:NP_032704|uniprotkb:Q61026	 -	-	-	-	MI:0096(pull down)	-	pubmed:17130446|pubmed:DIP-17345S	taxid:10116(Rattus norvegicus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-198308E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59090N|uniprotkb:P59215	DIP-33878N|uniprotkb:P17612	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0096(pull down)|MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17148597|pubmed:DIP-17352S|pubmed:17148597|pubmed:DIP-17352S|pubmed:17148597|pubmed:DIP-17352S|pubmed:17148597|pubmed:DIP-17352S	taxid:10116(Rattus norvegicus)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-198445E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-37053N|refseq:NP_445809|uniprotkb:Q9WU82	DIP-61326N|refseq:NP_694483|uniprotkb:Q8JGT0	 -	-	-	-	MI:0424(protein kinase assay)	-	pubmed:17172446|pubmed:DIP-17358S	taxid:10116(Rattus norvegicus)	taxid:7955(Danio rerio)	MI:0217(phosphorylation reaction)	MI:0465(dip)	DIP-198457E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29049N|uniprotkb:P62990	DIP-61327N|refseq:NP_058742|uniprotkb:P37091	 -	-	-	-	MI:0096(pull down)	-	pubmed:25438670|pubmed:DIP-17363S	taxid:9913(Bos taurus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-198461E	dip-quality-status:core	dip:0004(small scale)		-
DIP-46060N|refseq:NP_942021|uniprotkb:P83953	DIP-33404N|uniprotkb:P70168	 -	-	-	-	MI:0096(pull down)	-	pubmed:25435324|pubmed:DIP-17368S	taxid:10116(Rattus norvegicus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-198474E	dip-quality-status:core	dip:0004(small scale)		-
DIP-44817N|refseq:NP_077044|uniprotkb:P28023	DIP-44817N|refseq:NP_077044|uniprotkb:P28023	-	-	-	-	MI:0071(molecular sieving)|MI:0096(pull down)	-	pubmed:25419851|pubmed:DIP-17414S|pubmed:25419851|pubmed:DIP-17414S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:1127(putative self interaction)|MI:1127(putative self interaction)	MI:0465(dip)	DIP-198662E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-61323N|refseq:NP_001025191|uniprotkb:P12369	DIP-59090N|uniprotkb:P59215	 -	-	-	-	MI:0096(pull down)	-	pubmed:17148597|pubmed:DIP-17352S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-198680E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59090N|uniprotkb:P59215	DIP-37312N|uniprotkb:P27791	 -	-	-	-	MI:0096(pull down)	-	pubmed:17148597|pubmed:DIP-17352S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-198681E	dip-quality-status:core	dip:0004(small scale)		-
DIP-554N|refseq:NP_002727|uniprotkb:P31323	DIP-59090N|uniprotkb:P59215	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17148597|pubmed:DIP-17352S	taxid:9606(Homo sapiens)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-198682E	dip-quality-status:core	dip:0004(small scale)		-
DIP-33275N|refseq:NP_037331|uniprotkb:P39052	DIP-30996N|refseq:NP_003017|uniprotkb:Q99962	 -	-	-	-	MI:0096(pull down)	-	pubmed:25517094|pubmed:DIP-17522S	taxid:10116(Rattus norvegicus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-198882E	dip-quality-status:core	dip:0004(small scale)		-
DIP-33275N|refseq:NP_037331|uniprotkb:P39052	DIP-29452N|uniprotkb:Q99961	 -	-	-	-	MI:0096(pull down)	-	pubmed:25517094|pubmed:DIP-17522S	taxid:10116(Rattus norvegicus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-198903E	dip-quality-status:core	dip:0004(small scale)		-
DIP-34766N|refseq:NP_003018|uniprotkb:Q99963	DIP-33275N|refseq:NP_037331|uniprotkb:P39052	 -	-	-	-	MI:0096(pull down)	-	pubmed:25517094|pubmed:DIP-17522S	taxid:9606(Homo sapiens)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-198904E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29205N|refseq:NP_112253|uniprotkb:P60881	DIP-35503N|refseq:NP_036795|uniprotkb:P63045	 -	-	-	-	MI:0055(fluorescent resonance energy transfer)|MI:0055(fluorescent resonance energy transfer)|MI:0096(pull down)	-	pubmed:25814585|pubmed:DIP-17545S|pubmed:25814585|pubmed:DIP-17545S|pubmed:25581794|pubmed:DIP-17558S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198972E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-61522N|refseq:NP_997491|uniprotkb:Q6RI86	DIP-61522N|refseq:NP_997491|uniprotkb:Q6RI86	-	-	-	-	MI:0071(molecular sieving)	-	pubmed:25855297|pubmed:DIP-17571S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-199065E	dip-quality-status:core	dip:0004(small scale)		-
DIP-30941N|refseq:NP_445912|uniprotkb:Q9EP80	DIP-30941N|refseq:NP_445912|uniprotkb:Q9EP80	-	-	-	-	MI:0030(cross-linking study)|MI:0055(fluorescent resonance energy transfer)|MI:0071(molecular sieving)|MI:0028(cosedimentation in solution)|MI:0826(x ray scattering)	-	pubmed:26073603|pubmed:DIP-17618S|pubmed:26073603|pubmed:DIP-17618S|pubmed:26073603|pubmed:DIP-17618S|pubmed:26073603|pubmed:DIP-17618S|pubmed:26073603|pubmed:DIP-17618S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-199191E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-41937N|refseq:NP_001099181|uniprotkb:P31421	DIP-41937N|refseq:NP_001099181|uniprotkb:P31421	-	-	-	-	MI:0055(fluorescent resonance energy transfer)	-	pubmed:26258295|pubmed:DIP-17642S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-199264E	dip-quality-status:core	dip:0004(small scale)		-
DIP-41143N|refseq:NP_001099182|uniprotkb:P31422	DIP-41143N|refseq:NP_001099182|uniprotkb:P31422	-	-	-	-	MI:0055(fluorescent resonance energy transfer)	-	pubmed:26258295|pubmed:DIP-17642S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-199265E	dip-quality-status:core	dip:0004(small scale)		-
DIP-108N|refseq:NP_446240|uniprotkb:P32851	DIP-34554N|uniprotkb:P60880	 -	-	-	-	MI:0055(fluorescent resonance energy transfer)	-	pubmed:26030875|pubmed:DIP-17660S	taxid:10116(Rattus norvegicus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-199301E	dip-quality-status:core	dip:0004(small scale)		-
DIP-33702N|uniprotkb:Q00960	DIP-33702N|uniprotkb:Q00960	-	-	-	-	MI:0030(cross-linking study)	-	pubmed:24876489|pubmed:DIP-17714S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-199449E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61686N|uniprotkb:P0CB20	DIP-30952N|refseq:NP_001077280|uniprotkb:P19491	 -	-	-	-	MI:0071(molecular sieving)|MI:0114(x-ray crystallography)	-	pubmed:25103405|pubmed:DIP-17719S|pubmed:25103405|pubmed:DIP-17719S	taxid:6493(Conus striatus)	taxid:10116(Rattus norvegicus)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-199465E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-37175N|refseq:NP_445983|uniprotkb:Q9JHW5	DIP-108N|refseq:NP_446240|uniprotkb:P32851	 -	-	-	-	MI:0096(pull down)	-	pubmed:25581794|pubmed:DIP-17558S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-199479E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29205N|refseq:NP_112253|uniprotkb:P60881	DIP-37175N|refseq:NP_445983|uniprotkb:Q9JHW5	 -	-	-	-	MI:0096(pull down)	-	pubmed:25581794|pubmed:DIP-17558S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-199480E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61632N|refseq:NP_001166982|uniprotkb:F1LSG8	DIP-61629N|uniprotkb:F1M4I4	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:25799061|pubmed:DIP-17674S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-199579E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29765N|refseq:NP_112270|uniprotkb:P18484	DIP-33098N|uniprotkb:P63010	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)	-	pubmed:25061211|pubmed:DIP-17718S|pubmed:25061211|pubmed:DIP-17718S|pubmed:25061211|pubmed:DIP-17718S	taxid:10116(Rattus norvegicus)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-199617E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-37505N|refseq:NP_941015|uniprotkb:P62743	DIP-29765N|refseq:NP_112270|uniprotkb:P18484	 -	-	-	-	MI:0096(pull down)	-	pubmed:25061211|pubmed:DIP-17718S	taxid:10090(Mus musculus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-199619E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61630N|refseq:NP_149088|uniprotkb:O55166	DIP-61632N|refseq:NP_001166982|uniprotkb:F1LSG8	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:25799061|pubmed:DIP-17674S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-199580E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61631N|refseq:NP_001099283|uniprotkb:D3ZPE5	DIP-61632N|refseq:NP_001166982|uniprotkb:F1LSG8	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:25799061|pubmed:DIP-17674S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-199581E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29761N|refseq:NP_446289|uniprotkb:P84092	DIP-29765N|refseq:NP_112270|uniprotkb:P18484	 -	-	-	-	MI:0096(pull down)	-	pubmed:25061211|pubmed:DIP-17718S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-199620E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29528N|uniprotkb:P62161	DIP-39834N|refseq:NP_766084|uniprotkb:Q5NBX1	 -	-	-	-	MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0096(pull down)|MI:0007(anti tag coimmunoprecipitation)|MI:0096(pull down)|MI:0096(pull down)	-	pubmed:26334624|pubmed:DIP-17743S|pubmed:26334624|pubmed:DIP-17743S|pubmed:26334624|pubmed:DIP-17743S|pubmed:26334624|pubmed:DIP-17743S|pubmed:26334624|pubmed:DIP-17743S|pubmed:26334624|pubmed:DIP-17743S	taxid:10116(Rattus norvegicus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)	MI:0465(dip)	DIP-199681E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-29528N|uniprotkb:P62161	DIP-61709N|refseq:NP_001100706|uniprotkb:D3ZUI5	 -	-	-	-	MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:26334624|pubmed:DIP-17743S|pubmed:26334624|pubmed:DIP-17743S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-199682E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-39836N|refseq:NP_058990|uniprotkb:Q9Z0W5	DIP-29528N|uniprotkb:P62161	 -	-	-	-	MI:0096(pull down)	-	pubmed:26334624|pubmed:DIP-17743S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-199684E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61709N|refseq:NP_001100706|uniprotkb:D3ZUI5	DIP-39836N|refseq:NP_058990|uniprotkb:Q9Z0W5	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:26334624|pubmed:DIP-17743S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-199685E	dip-quality-status:core	dip:0004(small scale)		-
DIP-31950N|refseq:NP_058081|uniprotkb:O35526	DIP-29064N|refseq:NP_001028852|uniprotkb:P21707	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:26437117|pubmed:DIP-17746S|pubmed:26437117|pubmed:DIP-17746S|pubmed:26280336|pubmed:DIP-17851S	taxid:10090(Mus musculus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-199692E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-31950N|refseq:NP_058081|uniprotkb:O35526	DIP-61710N|refseq:NP_067691|uniprotkb:Q62747	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:26437117|pubmed:DIP-17746S|pubmed:26437117|pubmed:DIP-17746S	taxid:10090(Mus musculus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-199693E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-60265N|uniprotkb:P25977	DIP-582N|refseq:NP_000312|uniprotkb:P06400	 -	-	-	-	MI:0096(pull down)	-	pubmed:7877691|pubmed:DIP-17824S	taxid:10116(Rattus norvegicus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-199874E	dip-quality-status:core	dip:0004(small scale)		-
DIP-44021N|refseq:NP_055950|uniprotkb:Q92621	DIP-40819N|refseq:NP_446451|uniprotkb:P36876	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:25210169|pubmed:DIP-17765S|pubmed:25210169|pubmed:DIP-17765S	taxid:9606(Homo sapiens)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-200036E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-61722N|uniprotkb:Q2KRY9	DIP-40819N|refseq:NP_446451|uniprotkb:P36876	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:25210169|pubmed:DIP-17765S	taxid:28285(Human adenovirus type 5)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-200042E	dip-quality-status:core	dip:0004(small scale)		-
DIP-37631N|uniprotkb:Q9UBG0	DIP-36887N|uniprotkb:P02454	 -	-	-	-	MI:0892(solid phase assay)|MI:0107(surface plasmon resonance)	-	pubmed:26481812|pubmed:DIP-17897S|pubmed:26481812|pubmed:DIP-17897S	taxid:9606(Homo sapiens)	taxid:10116(Rattus norvegicus)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-200466E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-41652N|refseq:NP_002063|uniprotkb:P50148	DIP-61851N|refseq:NP_599198|uniprotkb:Q8R455	 -	-	-	-	MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0096(pull down)	-	pubmed:22750945|pubmed:DIP-17940S|pubmed:22750945|pubmed:DIP-17940S|pubmed:22750945|pubmed:DIP-17940S|pubmed:22750945|pubmed:DIP-17940S	taxid:9606(Homo sapiens)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-200626E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-44611N|refseq:NP_003757|uniprotkb:Q14457	DIP-60851N|refseq:NP_075247|uniprotkb:O88763	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23112296|pubmed:DIP-17965S	taxid:9606(Homo sapiens)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-200696E	dip-quality-status:core	dip:0004(small scale)		-
DIP-31882N|refseq:NP_112402|uniprotkb:P31000	DIP-44611N|refseq:NP_003757|uniprotkb:Q14457	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23112296|pubmed:DIP-17965S	taxid:10116(Rattus norvegicus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-200700E	dip-quality-status:core	dip:0004(small scale)		-
DIP-31882N|refseq:NP_112402|uniprotkb:P31000	DIP-61888N|refseq:NP_001029289|uniprotkb:Q91XJ1	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23112296|pubmed:DIP-17965S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-200701E	dip-quality-status:core	dip:0004(small scale)		-
DIP-33263N|refseq:NP_074056|uniprotkb:Q03555	DIP-33263N|refseq:NP_074056|uniprotkb:Q03555	-	-	-	-	MI:0114(x-ray crystallography)	-	pubmed:27112598|pubmed:DIP-18033S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-200877E	dip-quality-status:core	dip:0004(small scale)		-
DIP-31527N|refseq:NP_036920|uniprotkb:Q62696	DIP-61928N|refseq:NP_001074646|uniprotkb:E9Q4K7	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)	-	pubmed:27070899|pubmed:DIP-18044S|pubmed:27070899|pubmed:DIP-18044S	taxid:10116(Rattus norvegicus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-200889E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-31527N|refseq:NP_036920|uniprotkb:Q62696	DIP-37835N|refseq:NP_068514|uniprotkb:Q63538	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:27070899|pubmed:DIP-18044S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-200892E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61928N|refseq:NP_001074646|uniprotkb:E9Q4K7	DIP-37835N|refseq:NP_068514|uniprotkb:Q63538	 -	-	-	-	MI:0096(pull down)	-	pubmed:27070899|pubmed:DIP-18044S	taxid:10090(Mus musculus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-201022E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29761N|refseq:NP_446289|uniprotkb:P84092	DIP-34971N|uniprotkb:P13612	 -	-	-	-	MI:0065(isothermal titration calorimetry)|MI:0114(x-ray crystallography)	-	pubmed:26779610|pubmed:DIP-18085S|pubmed:26779610|pubmed:DIP-18085S	taxid:10116(Rattus norvegicus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-201048E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-67N|refseq:NP_002194|uniprotkb:P17301	DIP-29761N|refseq:NP_446289|uniprotkb:P84092	 -	-	-	-	MI:0096(pull down)|MI:0065(isothermal titration calorimetry)	-	pubmed:26779610|pubmed:DIP-18085S|pubmed:26779610|pubmed:DIP-18085S	taxid:9606(Homo sapiens)	taxid:10116(Rattus norvegicus)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-201049E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-261N|refseq:NP_063971|uniprotkb:P42346	DIP-39482N|refseq:NP_065812|uniprotkb:Q8N122	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:27043084|pubmed:DIP-18108S	taxid:10116(Rattus norvegicus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-201116E	dip-quality-status:core	dip:0004(small scale)		-
DIP-35355N|refseq:NP_055848|uniprotkb:Q96RU3	DIP-42709N|refseq:NP_062184|uniprotkb:P97573	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)	-	pubmed:26751515|pubmed:DIP-18115S|pubmed:26751515|pubmed:DIP-18115S	taxid:9606(Homo sapiens)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-201126E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-39840N|refseq:NP_004231|uniprotkb:Q15642	DIP-42709N|refseq:NP_062184|uniprotkb:P97573	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)	-	pubmed:26751515|pubmed:DIP-18115S|pubmed:26751515|pubmed:DIP-18115S	taxid:9606(Homo sapiens)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-201127E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-42277N|uniprotkb:P49760	DIP-36896N|uniprotkb:P62989	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:26847545|pubmed:DIP-18118S	taxid:9606(Homo sapiens)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-201133E	dip-quality-status:core	dip:0004(small scale)		-
DIP-56949N|uniprotkb:O35433	DIP-62030N|uniprotkb:P0CH43	 -	-	-	-	MI:0410(electron tomography)	-	pubmed:27281200|pubmed:DIP-18129S	taxid:10116(Rattus norvegicus)	taxid:29017(Haplopelma schmidti)	MI:0407(direct interaction)	MI:0465(dip)	DIP-201148E	dip-quality-status:core	dip:0004(small scale)		-
DIP-47769N|uniprotkb:Q9R186	DIP-47769N|uniprotkb:Q9R186	-	-	-	-	MI:0030(cross-linking study)|MI:0071(molecular sieving)|MI:0114(x-ray crystallography)	-	pubmed:27296226|pubmed:DIP-18133S|pubmed:27296226|pubmed:DIP-18133S|pubmed:27296226|pubmed:DIP-18133S	taxid:10116(Rattus norvegicus)	taxid:10116(Rattus norvegicus)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-201154E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
